,Static - Unconstrained,Static - Unconstrained,Static - Unconstrained,Static - Unconstrained,Static - Unconstrained,Static - Beta-neutral,Static - Beta-neutral,Static - Beta-neutral,Static - Beta-neutral,Kalman (RW) - Unconstrained,Kalman (RW) - Unconstrained,Kalman (RW) - Unconstrained,Kalman (RW) - Unconstrained,Kalman (RW) - Unconstrained,Kalman (RW) - Beta-neutral,Kalman (RW) - Beta-neutral,Kalman (RW) - Beta-neutral,Kalman (RW) - Beta-neutral,Kalman (MR) - Unconstrained,Kalman (MR) - Unconstrained,Kalman (MR) - Unconstrained,Kalman (MR) - Unconstrained,Kalman (MR) - Unconstrained,Kalman (MR) - Beta-neutral,Kalman (MR) - Beta-neutral,Kalman (MR) - Beta-neutral,Kalman (MR) - Beta-neutral,LASSO - Unconstrained,LASSO - Unconstrained,LASSO - Unconstrained,LASSO - Unconstrained,LASSO - Unconstrained,Benchmark (EW) - Unconstrained,Benchmark (EW) - Unconstrained,Benchmark (EW) - Unconstrained,Benchmark (EW) - Unconstrained,Benchmark (EW) - Unconstrained,LASSO - Beta-neutral,LASSO - Beta-neutral,LASSO - Beta-neutral,LASSO - Beta-neutral,Benchmark (EW) - Beta-neutral,Benchmark (EW) - Beta-neutral,Benchmark (EW) - Beta-neutral,Benchmark (EW) - Beta-neutral
2008-06-30,0.09658883812124891,0.6993197689259265,0.1795229616474677,0.19527377548392746,0.6345200065337573,0.7546522658060913,0.1602350621060557,0.16287399924002294,0.5855739951492213,0.5652025531330316,0.07645733855890925,0.21383830725147937,0.5928333648296746,0.7046603575507043,0.5437589167824985,0.1393015070860123,0.5899039477702229,0.5825145309784748,0.5917360913811492,-0.012142421505826733,0.1287371232519451,0.6062319921682279,0.8174384290345375,0.45968176183561704,0.004209812468560493,0.6345631913926855,0.7757719403049056,0.7258683666718737,-0.21365921035975055,0.09470837454139089,0.5558807934937188,0.7148093494204695,0.2,0.2,0.2,0.2,0.2,0.1903547272938491,-0.020288351352603578,0.6625867370432353,0.6654110858446144,0.25,0.25,0.25,0.25
2008-09-30,0.16749835463431575,0.6022901157103934,0.30178666582319136,-0.01762694056967618,0.602896574343012,0.7036653737131205,0.2745650316057524,-0.0816316841520257,0.5234651605417981,0.5190705389426302,0.18502957642503842,-0.02362712292431828,0.71476910568352,0.8678057488699039,0.6090907900171519,-0.17597502978075993,0.713991590655179,0.7950693475834631,0.5507718545223588,0.10079495275361573,0.060112989363212126,0.6537124609347852,0.8585391952638495,0.5464304159618465,-0.07452694623959255,0.6510746872831026,0.8036518122131753,0.28025807319325896,0.039561604193578466,0.02986388179963544,0.7643888411235941,0.7353214904452628,0.2,0.2,0.2,0.2,0.2,0.1556197777153157,-0.0013956372756970033,0.6911283561016414,0.6033364793240691,0.25,0.25,0.25,0.25
2008-12-31,0.19853484466030213,0.6078937521873325,-0.003880072918583914,0.03733202894421649,0.9864510107740077,0.7300921190744983,-0.053922127070058175,-0.03802557589396081,0.9156279410969752,0.5195346397593233,0.17294016467993933,0.3586028911933424,0.5730593643145803,0.5076160707047469,0.5846570582850932,0.31904470967561493,0.5203793257428933,0.32765524431354465,0.5413575348009362,0.1274316708472549,0.127333952498938,0.6555111674967843,0.7763851446388682,0.5583541765343772,-0.005705419797680798,0.6472930352428472,0.7081937450417235,0.7500221408627951,-0.24118814568711824,0.13550457176359612,0.5172933360592183,0.5914842765734416,0.2,0.2,0.2,0.2,0.2,0.07486858222526918,0.024164488050197074,0.6906319674876055,0.5645674685755915,0.25,0.25,0.25,0.25
2009-03-31,0.5633518026642955,0.13580357585697997,0.3657455183461346,0.10273088914490901,0.530059337016582,0.643502325908138,0.4531564455347227,-0.2135429751033072,0.26449863288596787,0.49427561397086195,0.17682142927607455,-0.1455363248642267,0.7438264044872853,1.0126968461230719,0.5683389686555652,-0.28376080553572874,0.7190214364749806,0.9403630810291103,0.5706796478881425,0.06120934396133304,0.05697001835320983,0.6817256649966672,0.8088047286992898,0.543445283897254,-0.028268831587870545,0.6934821199223867,0.7031228126724637,0.5685127421284046,-0.2679179764072056,-0.022224587305265137,0.7417987028238214,0.7777865611136913,0.2,0.2,0.2,0.2,0.2,-0.10040457727384788,-0.04057392536307039,0.7042914129318565,0.5730408332441476,0.25,0.25,0.25,0.25
2009-06-30,0.6489559582782507,-0.20520643311803272,0.44301147527250206,0.3076678223154168,0.3033183064993297,0.27461132782135544,0.9045642778027391,0.07591134077432407,-0.3154451560714961,0.4515071752941801,0.25641722166046343,-0.32531738727355064,0.6588091955443593,1.2286903870085883,0.6190862083930183,-0.4508107342910418,0.5984913792082176,1.1754009349234251,0.545152282800116,0.15200610357222533,-0.05093966808269448,0.6735935583471284,0.8654755558448238,0.6480416121235019,-0.1274956368152759,0.672730393726602,0.7468293111928086,0.4721411620819238,0.37440286952503327,-0.31843465065959803,0.8187218005703529,0.8647099656821863,0.2,0.2,0.2,0.2,0.2,0.70708878157199,-0.3461053487259965,0.7469606915911349,0.6512139646609522,0.25,0.25,0.25,0.25
2009-09-30,0.6104272461340204,-0.14813935424644173,0.3869754942078172,0.3633700406685677,0.49753412190616075,0.3117218663562286,0.6716739460994867,0.19342390004983256,0.11607983602016557,0.4391865866622942,0.31837130273218617,-0.04528370832536496,0.6230214784594792,0.9324723659435438,0.6862448007738906,-0.08093648660393361,0.54901491052707,0.7793700117230594,0.43812624215961865,0.2663092479386571,-0.10469937072312104,0.7081325092664437,0.9783265821430054,0.6191699662035968,-0.15542842776747123,0.6557633580542218,0.8368472781532875,0.593088944368351,-0.07429927035596794,-0.22182596186788706,0.7779016764801922,0.8910048327236586,0.2,0.2,0.2,0.2,0.2,0.2566815828394378,-0.24615398223409088,0.8125396803243518,0.6994617506971725,0.25,0.25,0.25,0.25
2009-12-31,0.5390400973183865,0.09043360262229029,0.3197375952172815,0.5324269841982597,0.43729555082039595,0.5704124374456119,0.4877172128281306,0.44188490253099344,0.07802566371035609,0.44872559688783703,0.2375527362317955,0.16277389447646284,0.5914180210326542,0.7015745315441136,0.608905057349306,0.20927094497950893,0.5006234862739222,0.4887895075973027,0.4442195905396901,0.2236735231524201,-0.048145737121635085,0.7194871193767123,0.9046033370307791,0.5842091889865062,-0.06154324089561018,0.6635945483087544,0.7491334975862508,0.4107576704149332,0.5288157474520354,-0.3221678228746466,0.7336352061814594,0.8369144816731456,0.2,0.2,0.2,0.2,0.2,0.8432153817689038,-0.3018087320296514,0.6127466678361703,0.6206246662861781,0.25,0.25,0.25,0.25
2010-03-31,0.4302264535484426,0.15954299189210377,0.5566024313716047,0.3338128559280678,0.24223158265054653,0.4822728255313047,0.6926217142306162,0.18113733478989813,-0.08231298386133575,0.47099485588251283,0.19758133038023762,-0.185912031276764,0.7435535738626249,1.027512876699386,0.5910034764941753,-0.25229405988868503,0.7132310281679775,0.9178551560911256,0.49589505483024016,0.12245664483814735,-0.07414715819774172,0.7229839393928349,0.9430271383868885,0.5310840931539144,-0.10859353501397395,0.7011687856587826,0.8165867525772991,0.35049383105614296,0.6511672125422421,-0.36919268507963343,0.6924278383355545,0.8182997267213621,0.2,0.2,0.2,0.2,0.2,0.9049404233060985,-0.3542592901068253,0.5756315028538537,0.6148209613949758,0.25,0.25,0.25,0.25
2010-06-30,0.2869700496651452,0.3370511084084733,0.5219024706403909,0.5829710406279414,0.12449934106218057,0.5325961755327447,0.5676740596023621,0.49720472758894696,-0.08746765365300732,0.4695413966611935,0.23509689227043182,0.01759613333707499,0.6121231241210852,0.8818789976388673,0.6381917177298806,0.019550250387095132,0.5344000959884371,0.724099070962554,0.4737165977076235,0.19402409703549936,-0.05515408530011795,0.7170333829703923,0.9111389179149987,0.5907137039980903,-0.07730245939896674,0.6753676440848091,0.7640387959057459,0.585239318567695,-0.04373019893823874,-0.2536086001235809,0.744239656240634,0.9494140816681461,0.2,0.2,0.2,0.2,0.2,0.31592316729433567,-0.25033221870147393,0.7252284297147359,0.8196290012631533,0.25,0.25,0.25,0.25
2010-09-30,0.49529880121750364,0.032111484427187316,0.6133958690180181,0.48034732202567243,-0.042569444003573015,0.4017244121962598,0.874847424804471,0.35784146306647313,-0.5721164612688711,0.4424360192320406,0.2872424244463532,-0.22400009580226707,0.7006398792947609,1.0815785408725027,0.659550515199248,-0.27280326874127997,0.6403077901574068,0.9654888310192198,0.49967918399549693,0.17176431904661105,-0.10224327839610722,0.7051592271605471,0.9503809865579964,0.6053280866400678,-0.12682063723491802,0.675194210300479,0.8188558097573011,0.5243079129900177,0.1684459580388091,-0.4006581089043567,0.7672104445736443,1.0688246296346207,0.2,0.2,0.2,0.2,0.2,0.5421045646651544,-0.42912288700994045,0.6955442080469281,0.9520878823183102,0.25,0.25,0.25,0.25
2010-12-31,0.31192070787420734,0.06637801008248524,0.9087410552888152,0.46425196449621203,-0.5629864497800249,0.2538218789798395,1.0122857823778424,0.3601612236078379,-0.874685767009199,0.44786924201829514,0.27214559133755595,-0.23474572168674487,0.6801048816513661,1.1186898279317983,0.6514990159893788,-0.30442841337701726,0.6174541686411679,1.0347135021825973,0.4598858050799726,0.2208672486557601,-0.10745831649774144,0.7290716745215668,0.95956508322993,0.6043771538250685,-0.14248745216184858,0.6864028329961396,0.8332712184019884,0.4978616309903326,0.28567372329251006,-0.37690630152220056,0.7611752042322624,0.9936617507920305,0.2,0.2,0.2,0.2,0.2,0.6740408067156998,-0.41369435639151364,0.6747738355943117,0.8680202308327837,0.25,0.25,0.25,0.25
2011-03-31,0.04032019368161573,0.1547736147370611,1.002133997219124,0.5121117128231032,-0.9913442483543996,0.17639046918877085,1.002876799158199,0.49440841355689724,-1.0201101776643628,0.43992081285819223,0.30256250385262695,-0.13647182998842336,0.6278015129977602,1.0300573379706386,0.6848194073529591,-0.18712760116813804,0.5447957729107342,0.9395910307036606,0.43299514394830585,0.27590307159996785,-0.1016092974057077,0.7305531651616881,0.9335175433698882,0.6396928731423667,-0.14093262304549453,0.6736557112725468,0.813977030490101,0.48444783263403046,0.28419944655218543,-0.3815924285697761,0.7385913287829012,1.019085416211405,0.2,0.2,0.2,0.2,0.2,0.666237499297782,-0.437991646006888,0.6196417242623229,0.9629517740147129,0.25,0.25,0.25,0.25
2011-06-30,-0.09517536944958326,0.2940576129632794,0.9405116084864906,0.4889080559532292,-1.0061434034123493,0.2458803686061819,0.9515252280616109,0.5376591963545034,-0.9512156744473221,0.4624255861894266,0.24769063553840331,-0.15691242759871044,0.6541545937845291,1.0567782818564582,0.6510755669911501,-0.22252546597169606,0.5829006131442367,0.9883947275902765,0.46501056582677464,0.19350288852263978,-0.11770661778774451,0.7204938330951768,0.9959623767027529,0.5837179023183924,-0.17151432481184714,0.6718194528931932,0.9095519988287138,0.5377661263569935,0.05380352416982762,-0.35719993297428815,0.728306283197738,1.0622737822486346,0.2,0.2,0.2,0.2,0.2,0.4283128452526202,-0.4526525983342245,0.6246261705891752,1.1129640009377237,0.25,0.25,0.25,0.25
2011-09-30,-0.07353195470897646,0.36649416871596163,0.9375946459967622,0.31055335531126077,-0.7126534118614262,0.3292676036469841,0.9444605921603311,0.34659034807908573,-0.6674633158950443,0.4636040893124194,0.22123957260332028,-0.23094133555088395,0.7543154183102757,1.0638491622254291,0.6170993016467092,-0.3199087383820094,0.7118879182764013,0.9990774717005034,0.48753276452709177,0.13959940730655876,-0.1413951378420378,0.7354761344121085,1.0185851587462404,0.5480829619937461,-0.2108690119754319,0.7005173566416821,0.9568366682899576,0.5441423989893384,0.0556344661309601,-0.3664640263917841,0.7644536588761707,1.0467484953710582,0.2,0.2,0.2,0.2,0.2,0.4330590326633303,-0.4520541305409383,0.6603876771210296,1.0814397234223987,0.25,0.25,0.25,0.25
2011-12-31,0.2971927194325427,0.17160608460086807,0.8845711939037025,0.24313061483639314,-0.37453694580748836,0.36910770787046676,0.9710471624660726,0.1076677674103581,-0.6284158188845521,0.4690866978142387,0.1495774918940357,-0.223559495338716,0.8185147212469418,1.0281563231091089,0.5448202549953555,-0.30703722679625745,0.7879777943597136,0.9628326332683359,0.531279196295086,0.029988723253789824,-0.12600712075690793,0.7609800179753272,0.959046229779475,0.4885350445275448,-0.20149190683385051,0.7606099670367368,0.9255625288005479,0.5622415342561691,-0.5785971878614954,-0.22176999707500578,0.6433854682204635,0.7946005976755476,0.2,0.2,0.2,0.2,0.2,-0.5733225951546466,-0.1923360705567098,0.41916196596895744,0.7302319093070118,0.25,0.25,0.25,0.25
2012-03-31,0.17283471492446761,0.1601965038786102,1.0751107740149162,0.2697889673730886,-0.9142340615592106,0.2642753784592065,1.1046814651164945,0.1909542372202662,-1.0561729184779396,0.43398951553198195,0.2795910486210069,-0.11776662187456224,0.7395302764575035,0.9409236828296388,0.6615175778513488,-0.16335974941486622,0.6695054273788177,0.8460680527132705,0.4401808364700598,0.2521531281108618,-0.13824935118529963,0.7892855346799099,0.9274677086204556,0.6366688371270396,-0.19127988775784646,0.7353988691305969,0.8313576089440298,0.3787510064450081,0.5780867480782621,-0.48658513204947373,0.8023947964786758,0.8653730107333468,0.2,0.2,0.2,0.2,0.2,0.8742619646639569,-0.4984705669890642,0.642163064690787,0.7588814033271942,0.25,0.25,0.25,0.25
2012-06-30,-0.16803028458307548,0.5425820410093499,0.7974755613551219,0.3676552248525475,-0.679702273251571,0.46373831950463174,0.8242345875552111,0.4656303052546343,-0.5879821331240747,0.47557464526042253,0.19974441255726996,-0.12373399060770685,0.6862801856657085,1.0117385780965136,0.6264731349242811,-0.17900623774570218,0.6077779207828707,0.9564308408474296,0.4604661745481392,0.15442983488528347,-0.1496702788329809,0.7771295773542232,1.0130870032834907,0.5395183506614701,-0.2084596501678038,0.7226714117963151,0.9468174432414456,0.6165027483265968,-0.32901316754472143,-0.32700964193958193,0.7691744598436453,0.9153636517739687,0.2,0.2,0.2,0.2,0.2,-0.17677421005529126,-0.2888118254641996,0.6128702289713915,0.9172858194075925,0.25,0.25,0.25,0.25
2012-09-30,-0.030552505689100166,0.4315440744463375,0.9822654739431342,0.34812921808994923,-1.0566108803310046,0.4151676477912528,0.9835174225508414,0.3638629139258177,-1.037510662421163,0.4590557340414341,0.22852510596298276,-0.17922742827342616,0.7549838330946572,1.0176091387059503,0.6334641582300173,-0.24276985799722126,0.6905196982473787,0.9439635312983358,0.4877192027529765,0.15169784150891863,-0.13775400844712118,0.7781328222205016,0.9630366508767471,0.5812334036376191,-0.19814777407377482,0.7379637170351243,0.8905752578939035,0.5096608154395377,-0.08397588622014548,-0.4386791452741455,0.8767263030557322,1.0768148945818325,0.2,0.2,0.2,0.2,0.2,0.16025296313195625,-0.4061519675299084,0.7137231011671147,0.9970732081510952,0.25,0.25,0.25,0.25
2012-12-31,-0.03775368840505423,0.45396488230792614,0.7525507625012533,0.695616812233402,-0.8698627797703476,0.43403390702869976,0.7538565943773858,0.7158548178577592,-0.8460784619214148,0.47941434255169674,0.19040705336158212,-0.051869197736022055,0.6929849629880451,0.9390654790252785,0.6149376412778874,-0.0745902136828938,0.6116875905723831,0.8469125107544826,0.4806052750868116,0.173337376816585,-0.128767800487067,0.776113395350198,0.9593922329391162,0.5938319227293184,-0.17974413832244662,0.7256565751290589,0.8753956888319677,0.6100457952910765,-0.1739669675938504,-0.3769371053830788,0.8213843019753662,0.9704351927320679,0.2,0.2,0.2,0.2,0.2,0.11546266131939185,-0.35487885039768874,0.6962249255113647,0.9655629397704807,0.25,0.25,0.25,0.25
2013-03-31,-0.009678131229173005,0.5393683842811083,0.46224484967050333,0.8878461976178711,-0.7803934232625332,0.5341461229066463,0.46236032288684525,0.8928268138436942,-0.774044492071358,0.47497656765135926,0.20589034875459744,-0.009071288520208737,0.6693024738696379,0.9070127328349741,0.6264575100330714,-0.01701400611874717,0.5783595931711435,0.7980170672114921,0.4888963513804468,0.15108462522042315,-0.11373890870190662,0.7617542028602912,0.969858206198366,0.5769949621439951,-0.16227145326932035,0.7110215747139579,0.8922689347503572,0.6528448965945934,-0.08978067293641828,-0.42727036480221753,0.8198268904638836,1.0726231267972273,0.2,0.2,0.2,0.2,0.2,0.23091089971673154,-0.379088905441465,0.663401169290337,1.0346749321732378,0.25,0.25,0.25,0.25
2013-06-30,-0.16878083210374714,0.5192994380594149,0.39417004225819385,0.845702108494874,-0.9044175621140722,0.4401398976158171,0.4090581806829497,0.960745382674416,-0.8201784197980249,0.47115126125990026,0.22258521032004983,-0.10427982462754032,0.6682484701627871,1.0164368488174162,0.6429231249810418,-0.1513411019454706,0.5699479366192843,0.9594404294314911,0.46386870728673263,0.20639193524474708,-0.11753769254354163,0.7667327006771048,0.9686884370190983,0.6084470421058397,-0.16691779643975277,0.6986245428363239,0.8907491695632834,0.66019465570887,-0.11770407502806825,-0.4210059686585167,0.8075052238079249,1.0534331342924184,0.2,0.2,0.2,0.2,0.2,0.1815228368700818,-0.39365651350140224,0.6450720586902783,1.0714737277856052,0.25,0.25,0.25,0.25
2013-09-30,-0.13182174457360388,0.5582122703697708,0.10001856123263382,0.9747979306830803,-0.5153381155815053,0.4950082793435219,0.10456575400992178,1.0612291911164673,-0.4391499292627126,0.47870186873962123,0.21293631421015805,-0.05525676139815736,0.6723298784680198,0.9560607072477959,0.6424961588936111,-0.0883355581270513,0.5772422954844639,0.8835172857285927,0.4817688163684737,0.17334264666748636,-0.11851054792327746,0.7479205048124581,0.9906195285098478,0.5942861848590365,-0.17513980757282177,0.681282524428733,0.932775398839259,0.6527936524175401,-0.058441477608931994,-0.42982199245932845,0.805090695135565,1.067497998110108,0.2,0.2,0.2,0.2,0.2,0.28749455392564305,-0.41682899941721047,0.6390605384347091,1.094597537624201,0.25,0.25,0.25,0.25
2013-12-31,-0.113981824190123,0.47461031002045034,0.11445274022788036,1.024048548447977,-0.3959474362613559,0.41799073034229905,0.11831829761148371,1.0969274330182794,-0.3278373139327386,0.4597953224301537,0.28411949117443,-0.1974257135019602,0.6888742411504096,1.07058926699994,0.7004819447488653,-0.2711698944538974,0.5926986267538102,1.0208979266858484,0.45867277126335876,0.24830639187340722,-0.1461911745150228,0.7459152754795194,1.0035815116567557,0.6515904683315448,-0.20361637215406958,0.6670675170850516,0.9323545887837965,0.6035592042412825,0.29188152814404783,-0.49752977395676623,0.8275528949803357,1.0172642191879533,0.2,0.2,0.2,0.2,0.2,0.7839636063428227,-0.4863862504943723,0.6331646201749448,0.9070432177173171,0.25,0.25,0.25,0.25
2014-03-31,-0.3259077866760909,0.6475314213256014,0.022878303260790447,0.7908135335237768,-0.3905603244338256,0.5306202506229338,0.03285178420007892,1.0781807381584596,-0.20614295867779883,0.48702759367094767,0.19463432275362536,-0.11162434948135647,0.7353941588924634,0.9749855605553979,0.6305389955165615,-0.16657951614684297,0.6694048803162421,0.9151290515923037,0.47771382816635677,0.1694620238104828,-0.12026470859154542,0.7630129940212045,0.9946884867148524,0.5792285907493003,-0.17527965535757886,0.702177220594852,0.9347075613785915,0.5942983365947736,0.10662999285361584,-0.4841869652648744,0.8539577110310088,1.0987368672043623,0.2,0.2,0.2,0.2,0.2,0.47175734328310165,-0.46314969170554315,0.6853320015572696,1.0381577159118895,0.25,0.25,0.25,0.25
2014-06-30,-0.1453313914596517,0.5401643378990878,-0.1867076765589377,1.02076421594827,-0.035466762986959305,0.47126197199762815,-0.18745912196157094,1.118316342074401,0.05774488907476376,0.49420054851034473,0.19904423937810545,-0.04749763553765779,0.6614515580828076,0.9502552284353332,0.6499247769162714,-0.08124904694223907,0.5704172904952985,0.8867557447818275,0.49168959532221873,0.18058042990472278,-0.10346280874209128,0.7427415528342093,0.9646838516431339,0.6194149620085434,-0.1582783833556569,0.68205415642035,0.9047606614985763,0.5314522088214,0.4370915847465303,-0.4894774554481112,0.8191181784684486,0.9700803650892769,0.2,0.2,0.2,0.2,0.2,0.8512626543146532,-0.44728040994103396,0.6195937102524222,0.7964478667769483,0.25,0.25,0.25,0.25
2014-09-30,-0.19140175249267177,0.6536258384300332,-0.329707320938321,0.9128201065139003,0.31150290278837706,0.5713946746249291,-0.33859092615655445,1.0487315506985408,0.450634033759279,0.5122629001431175,0.14058758810513639,-0.08354230647859193,0.7208869435420308,0.9638671413325027,0.5994433378321881,-0.1338101753506314,0.6618363079033989,0.9143300464104226,0.5087398902331395,0.10058941398787022,-0.09726969686446603,0.7509579635383776,0.9862688885400699,0.5352857826938427,-0.15234623591907545,0.7025350865542559,0.9429130526436389,0.6493616405736378,0.010117698555101095,-0.41113204409865467,0.8302998819143262,0.984361459894536,0.2,0.2,0.2,0.2,0.2,0.4205748874937715,-0.38352498152298914,0.7113862804072103,0.9391081478098298,0.25,0.25,0.25,0.25
2014-12-31,-0.11827659215614825,0.7699596191813295,-0.2885520421797863,0.8827017319531718,0.3607085908781077,0.7164442284234602,-0.2903340160818948,0.9561075177120553,0.44266682708519545,0.5327692000953763,0.06829003332964098,-0.12717140802737734,0.7318357462207107,1.0187492614674298,0.5305547185871371,-0.2056825724702167,0.6905735008928011,1.0152576424150666,0.5429880377561142,-0.0048327744811956916,-0.08074661998597502,0.7473471833016437,0.9738832060303392,0.4398842591812615,-0.13977580853577695,0.7237461282607613,0.9616919768157071,0.6409572799803974,0.07960460109752578,-0.4328908754755856,0.8489618506112396,0.9948031668994892,0.2,0.2,0.2,0.2,0.2,0.5257781480257243,-0.38735599445009655,0.6997469615829249,0.9107441165281726,0.25,0.25,0.25,0.25
2015-03-31,-0.09922108647199027,0.5970147701260845,-0.041384994257534634,0.9962707924227233,0.09353469400151661,0.5490393951643822,-0.03976133994428558,1.056962260637208,0.15852157744654727,0.4898745528000963,0.22658412730859892,-0.16797736088385432,0.7075760733021603,1.0455908050641511,0.6702225986235238,-0.2435475532136683,0.6272259930933655,1.0025836257836311,0.48415451015802574,0.21248728499315542,-0.11277411803495756,0.7649251513353239,0.9564952103963182,0.6402508024792534,-0.1661291546187917,0.7026363602688247,0.8767504081513939,0.6347315924076556,0.12057363585613197,-0.4234035879827862,0.855924984741606,0.962000966046567,0.2,0.2,0.2,0.2,0.2,0.5904689274952163,-0.3751766036530916,0.7071680697754653,0.8522717423203835,0.25,0.25,0.25,0.25
2015-06-30,0.10558750012676132,0.17671617438811035,0.08455787766214522,1.0817839222412025,0.33036410404764693,0.23570873133120124,0.08361505534609896,1.0391529416402248,0.2664262995306099,0.4942802385557263,0.22593091171630092,-0.185832645431932,0.7190626873449167,1.0476605810664383,0.6753699736728785,-0.268018263342059,0.6430732075128254,1.0125707576324106,0.4832029905429848,0.247722459928405,-0.13795650187263395,0.7645412507985203,0.9532845074932085,0.6837535345467437,-0.19787396638663102,0.6997352652605403,0.8749236513573058,0.6442680840771805,0.11906228913161528,-0.4250769122887367,0.8656506216262365,0.9400078570921232,0.2,0.2,0.2,0.2,0.2,0.60675275578515,-0.3841239696859083,0.7259949786314801,0.8248010926360314,0.25,0.25,0.25,0.25
2015-09-30,0.25643028000525986,0.014773462517367386,-0.07770995808689254,1.090630717522853,0.6452088594327029,0.1630442151274044,-0.08995789482782662,1.0281679633118312,0.5211442102204163,0.508194817883405,0.20037151958238392,-0.06777497175206991,0.6981974169640345,0.9295492442895842,0.6682701229520748,-0.11350534196380342,0.6224501556951602,0.8700889527271544,0.5023855802333607,0.19984517666993334,-0.11740843460650681,0.7605212470859493,0.9392887014168111,0.6557405138809934,-0.1813855511408038,0.7067093886341245,0.8790192738311274,0.5270649167768279,0.4691136209140706,-0.40679275983902424,0.8272523063812527,0.8198889844451701,0.2,0.2,0.2,0.2,0.2,0.8869907333777333,-0.3187779192481516,0.6106803968735836,0.5938243549657306,0.25,0.25,0.25,0.25
2015-12-31,0.32901736229484885,0.19562873546346826,-0.14241754157978023,0.9861353217646632,0.8801969973963538,0.42287483449882024,-0.17083860351125382,0.9207025963282249,0.7656403753726531,0.5384021904170618,0.05426722830632384,-0.11930239587572308,0.7760678317049534,0.9595726054316142,0.526682337829038,-0.20321998054644042,0.7568682380027716,0.9544578537986076,0.5644777689760124,-0.0619331233291048,-0.08819428930836083,0.7545787965312171,0.9549690414917402,0.3991647359832542,-0.16846015658720676,0.7535726946097537,0.9880374061789394,0.6545804287110017,0.15541607808631863,-0.2863621427113574,0.9180081020247575,0.6535747963882116,0.2,0.2,0.2,0.2,0.2,0.6562736759429503,-0.19431962668536118,0.7803405330624253,0.4930545328673842,0.25,0.25,0.25,0.25
2016-03-31,0.30324015267179233,0.13183573877914861,-0.008888215085738645,1.0308440223371418,0.6877130637217788,0.32784652305523965,-0.020673950530274796,0.9652956620433448,0.5564890621230038,0.5273107510977979,0.12556700991186848,-0.14022818416323057,0.7184528554809081,1.0175998604206815,0.6059109693800481,-0.23055788738466362,0.657818015513775,1.0251328324838183,0.5227014872469202,0.11537815147903509,-0.10078351470582018,0.7827240492618258,0.929882377940696,0.5815273724853277,-0.17086257716835987,0.7479926359955037,0.8918603261099138,0.6848936772756099,0.017900222638923578,-0.2919383107462371,0.8791304027772869,0.7305701163978464,0.2,0.2,0.2,0.2,0.2,0.4761112464406879,-0.23677576790304591,0.7026743432204294,0.7662556077352218,0.25,0.25,0.25,0.25
2016-06-30,0.3881219624062472,0.04741769083078936,0.09229583904669059,1.040249513647725,0.5075647222699224,0.30733207315474725,0.09114607543726216,1.002551957179375,0.3316062484203321,0.5120536332022364,0.12062075202381743,-0.026675132993702805,0.8136751815997105,0.8161357009515489,0.5671037333702764,-0.06665615709562708,0.7893837264173599,0.7307646826311804,0.5306909343619943,0.11067709725272017,-0.06554316381133823,0.7965851142421878,0.8500158770433386,0.5899265272477305,-0.12767546910769492,0.7817223145556094,0.7935496929579449,0.6933361613185423,-0.27395809423012063,-0.24719394395869637,0.7769908121708134,0.7719402106173262,0.2,0.2,0.2,0.2,0.2,-0.2043911601157834,-0.1658630353045989,0.4738259245643754,0.9693421839683019,0.25,0.25,0.25,0.25
2016-09-30,0.43707480314754865,-0.0027213537504545576,0.08121132748962769,1.0794646134222434,0.3889097896406477,0.2957118920796403,0.08029844799240833,1.079349669780997,0.1653935078393031,0.5137593610610143,0.17754857212018255,-0.10173019059075912,0.6973086831586519,0.9769566979881884,0.649483113901838,-0.17288778062150634,0.6244741606851971,0.9570699559109658,0.5206169752885702,0.13752396471818917,-0.1012238885696001,0.7747167275169956,0.9223429145599022,0.6063252275444269,-0.17494512086298683,0.7395035045864456,0.8860220741183419,0.6410838487511551,0.2219653296524506,-0.34955802419961823,0.8689970088468744,0.7799445347802203,0.2,0.2,0.2,0.2,0.2,0.675665601624905,-0.32999530829918494,0.6248775472060859,0.828741784759049,0.25,0.25,0.25,0.25
2016-12-31,0.33824250807983397,0.11567356613231353,-0.08411138778459162,1.1040505013134467,0.6165043168909,0.33800224816950175,-0.11112231822417422,1.05755395208993,0.4741138551619719,0.4954520455518577,0.24994202584096148,-0.11153525618629616,0.6939342111301079,0.9621310018432839,0.7093603906345468,-0.18104797373158288,0.6121264046120355,0.9213762917160151,0.49559590572890133,0.18354836071828376,-0.13255278287950734,0.7665085666397962,0.9813943296322958,0.6188115810437664,-0.2098567087325631,0.7114743556483124,0.9478494691211852,0.653579472757571,0.17332463725650551,-0.3191790999758977,0.8513426581661568,0.7742270305827443,0.2,0.2,0.2,0.2,0.2,0.6121799642713083,-0.2852930828715291,0.6015689221574798,0.8548347549353146,0.25,0.25,0.25,0.25
